File_Name,Bbox,Height,Width,Quad
train_264.png,"[1419.8181818181818, 536.9090909090909, 905.4545454545453, 649.0909090909091]",1316,2881,Lower Left
train_264.png,"[556.1818181818181, 507.81818181818176, 910.9090909090909, 716.3636363636363]",1316,2881,Lower Right
train_581.png,"[508.0, 255.25, 453.75, 295.0]",976,1976,Upper Right
train_581.png,"[959.25, 284.0, 423.75, 268.75]",976,1976,Upper Left
train_581.png,"[941.75, 475.25, 446.25, 302.5]",976,1976,Lower Left
train_581.png,"[463.0, 485.25, 501.25, 295.0]",976,1976,Lower Right
train_458.png,"[1433.4545454545455, 339.030303030303, 857.5757575757575, 351.5151515151515]",1316,2935,Upper Left
train_458.png,"[657.6969696969696, 342.060606060606, 812.1212121212121, 375.75757575757575]",1316,2935,Upper Right
train_458.png,"[1494.060606060606, 554.181818181818, 842.4242424242425, 515.1515151515152]",1316,2935,Lower Left
train_458.png,"[612.2424242424242, 566.3030303030303, 900.0, 487.87878787878776]",1316,2935,Lower Right
train_646.png,"[1424.3636363636363, 289.63636363636357, 792.7272727272727, 403.6363636363637]",1316,2860,Upper Left
train_646.png,"[606.1818181818181, 267.81818181818176, 830.9090909090909, 436.3636363636364]",1316,2860,Upper Right
train_646.png,"[1417.090909090909, 549.6363636363636, 1016.363636363636, 558.1818181818181]",1316,2860,Lower Left
train_646.png,"[493.45454545454544, 611.4545454545454, 950.9090909090908, 527.2727272727271]",1316,2860,Lower Right
train_12.png,"[1404.470588235294, 342.6470588235294, 761.7647058823529, 517.6470588235294]",1316,2828,Upper Left
train_12.png,"[730.9411764705882, 333.82352941176464, 682.3529411764706, 538.2352941176471]",1316,2828,Upper Right
train_12.png,"[1407.4117647058822, 551.4705882352941, 823.5294117647061, 564.705882352941]",1316,2828,Lower Left
train_12.png,"[625.0588235294117, 527.9411764705881, 785.2941176470588, 617.6470588235295]",1316,2828,Lower Right
train_564.png,"[1447.8181818181818, 436.9090909090909, 698.1818181818182, 401.81818181818187]",1316,2856,Upper Left
train_564.png,"[811.4545454545454, 382.36363636363626, 652.7272727272726, 458.18181818181824]",1316,2856,Upper Right
train_564.png,"[1440.5454545454545, 715.090909090909, 827.272727272727, 487.27272727272725]",1316,2856,Lower Left
train_564.png,"[611.4545454545454, 673.2727272727273, 832.7272727272726, 532.7272727272725]",1316,2856,Lower Right
train_559.png,"[1448.2941176470588, 433.82352941176464, 723.5294117647056, 329.41176470588243]",1316,2799,Upper Left
train_559.png,"[692.4117647058823, 363.23529411764696, 755.8823529411765, 391.17647058823525]",1316,2799,Upper Right
train_559.png,"[1413.0, 636.7647058823529, 861.7647058823527, 479.4117647058822]",1316,2799,Lower Left
train_559.png,"[607.1176470588235, 595.5882352941176, 808.8235294117645, 526.4705882352941]",1316,2799,Lower Right
train_324.png,"[540.8181818181818, 430.5454545454545, 914.5454545454545, 487.27272727272725]",1504,2868,Upper Right
train_324.png,"[1411.7272727272725, 421.4545454545454, 1027.2727272727275, 499.9999999999999]",1504,2868,Upper Left
train_324.png,"[1420.8181818181818, 792.3636363636363, 1016.3636363636363, 509.090909090909]",1504,2868,Lower Left
train_324.png,"[484.45454545454544, 783.2727272727273, 972.7272727272725, 521.8181818181818]",1504,2868,Lower Right
train_136.png,"[861.9259259259259, 313.8888888888888, 616.6666666666665, 427.7777777777778]",1316,2935,Upper Right
train_136.png,"[1474.8888888888887, 330.55555555555554, 629.6296296296296, 409.25925925925924]",1316,2935,Upper Left
train_136.png,"[1463.7777777777776, 634.2592592592592, 698.148148148148, 485.1851851851851]",1316,2935,Lower Left
train_136.png,"[745.2592592592592, 567.5925925925925, 722.2222222222221, 551.8518518518518]",1316,2935,Lower Right
train_305.png,"[1487.25, 291.16666666666674, 514.5833333333335, 416.66666666666674]",1316,2980,Upper Left
train_305.png,"[943.5, 299.5, 543.75, 408.3333333333335]",1316,2980,Upper Right
train_305.png,"[1466.4166666666667, 516.1666666666667, 622.9166666666667, 539.5833333333333]",1316,2980,Lower Left
train_305.png,"[770.5833333333334, 522.4166666666667, 700.0000000000001, 533.3333333333333]",1316,2980,Lower Right
train_348.png,"[483.89655172413796, 271.0344827586207, 851.7241379310346, 400.0]",1316,2714,Upper Right
train_348.png,"[1325.2758620689656, 260.68965517241384, 781.0344827586209, 381.0344827586207]",1316,2714,Upper Left
train_348.png,"[1328.7241379310346, 527.9310344827587, 886.206896551724, 481.0344827586206]",1316,2714,Lower Left
train_348.png,"[559.7586206896552, 652.0689655172414, 818.9655172413794, 362.0689655172414]",1316,2714,Lower Right
train_251.png,"[590.030303030303, 355.0, 906.060606060606, 460.6060606060605]",1316,2886,Upper Right
train_251.png,"[1490.030303030303, 355.0, 827.272727272727, 390.90909090909076]",1316,2886,Upper Left
train_251.png,"[1474.8787878787878, 691.3636363636363, 872.7272727272727, 424.24242424242425]",1316,2886,Lower Left
train_251.png,"[699.1212121212121, 730.7575757575758, 806.0606060606059, 390.90909090909076]",1316,2886,Lower Right
train_176.png,"[626.2727272727273, 366.9090909090909, 856.3636363636363, 465.4545454545454]",1504,2868,Upper Right
train_176.png,"[1469.9090909090908, 379.6363636363636, 874.5454545454543, 454.5454545454545]",1504,2868,Upper Left
train_176.png,"[1462.6363636363635, 705.090909090909, 947.272727272727, 521.8181818181818]",1504,2868,Lower Left
train_176.png,"[531.7272727272726, 705.090909090909, 947.2727272727271, 538.1818181818182]",1504,2868,Lower Right
train_621.png,"[784.7407407407406, 347.2222222222222, 707.4074074074074, 438.8888888888889]",1316,2951,Upper Right
train_621.png,"[1488.4444444444443, 354.62962962962956, 677.7777777777778, 425.92592592592587]",1316,2951,Upper Left
train_621.png,"[1494.0, 628.7037037037037, 724.0740740740739, 512.9629629629628]",1316,2951,Lower Left
train_621.png,"[645.8518518518518, 615.7407407407406, 853.7037037037036, 533.3333333333333]",1316,2951,Lower Right
train_453.png,"[1417.3333333333333, 329.9393939393939, 796.9696969696968, 390.9090909090909]",1316,2927,Upper Left
train_453.png,"[717.3333333333333, 317.81818181818176, 727.2727272727273, 415.15151515151524]",1316,2927,Upper Right
train_453.png,"[1420.3636363636363, 569.3333333333333, 836.3636363636363, 533.3333333333333]",1316,2927,Lower Left
train_453.png,"[599.1515151515151, 536.0, 845.4545454545454, 590.9090909090908]",1316,2927,Lower Right
train_289.png,"[1516.3333333333335, 409.91666666666674, 554.1666666666665, 381.25]",1316,3000,Upper Left
train_289.png,"[960.0833333333334, 405.75, 556.2500000000001, 383.3333333333335]",1316,3000,Upper Right
train_289.png,"[1501.75, 628.6666666666667, 714.5833333333335, 470.83333333333326]",1316,3000,Lower Left
train_289.png,"[845.5, 651.5833333333335, 658.3333333333335, 452.08333333333326]",1316,3000,Lower Right
train_229.png,"[1482.2121212121212, 448.121212121212, 806.0606060606058, 396.969696969697]",1316,2882,Upper Left
train_229.png,"[697.3636363636364, 472.36363636363626, 790.9090909090909, 366.66666666666674]",1316,2882,Upper Right
train_229.png,"[1467.060606060606, 693.5757575757575, 778.7878787878785, 433.33333333333326]",1316,2882,Lower Left
train_229.png,"[679.1818181818181, 687.5151515151515, 793.9393939393939, 448.4848484848485]",1316,2882,Lower Right
train_499.png,"[1423.5757575757575, 272.3636363636364, 781.818181818182, 475.75757575757564]",1316,2891,Upper Left
train_499.png,"[784.1818181818181, 323.8787878787879, 648.4848484848484, 439.3939393939394]",1316,2891,Upper Right
train_499.png,"[1432.6666666666665, 520.8484848484848, 860.6060606060605, 569.6969696969697]",1316,2891,Lower Left
train_499.png,"[632.6666666666666, 581.4545454545455, 818.1818181818181, 524.242424242424]",1316,2891,Lower Right
train_669.png,"[1367.6842105263156, 394.9473684210526, 838.5964912280699, 349.1228070175438]",1316,2772,Upper Left
train_669.png,"[662.4210526315788, 405.47368421052624, 728.0701754385965, 345.61403508771923]",1316,2772,Upper Right
train_669.png,"[1420.3157894736842, 586.1754385964912, 877.1929824561403, 556.140350877193]",1316,2772,Lower Left
train_669.png,"[530.8421052631578, 644.0701754385964, 899.9999999999999, 491.22807017543846]",1316,2772,Lower Right
train_290.png,"[1408.5294117647059, 398.52941176470586, 755.8823529411761, 344.1176470588234]",1316,2842,Upper Left
train_290.png,"[723.235294117647, 395.58823529411757, 702.9411764705882, 352.9411764705883]",1316,2842,Upper Right
train_290.png,"[1426.1764705882351, 636.7647058823529, 744.1176470588234, 420.58823529411757]",1316,2842,Lower Left
train_290.png,"[655.5882352941176, 616.1764705882351, 779.4117647058824, 450.0]",1316,2842,Lower Right
train_254.png,"[1460.3703703703702, 442.2222222222222, 738.8888888888889, 357.4074074074074]",1316,2918,Upper Left
train_254.png,"[845.4545454545454, 435.06493506493507, 623.3766233766233, 361.038961038961]",1316,2918,Upper Right
train_254.png,"[729.8701298701299, 725.974025974026, 755.8441558441559, 449.3506493506494]",1316,2918,Lower Right
train_254.png,"[1477.922077922078, 768.8311688311688, 735.0649350649348, 411.6883116883117]",1316,2918,Lower Left
train_271.png,"[1494.6666666666667, 324.5, 716.6666666666667, 425.0]",1316,2990,Upper Left
train_271.png,"[809.25, 339.08333333333337, 683.3333333333335, 414.58333333333337]",1316,2990,Upper Right
train_271.png,"[1496.75, 551.5833333333334, 854.166666666667, 529.1666666666666]",1316,2990,Lower Left
train_271.png,"[665.5, 543.25, 845.8333333333335, 568.75]",1316,2990,Lower Right
train_666.png,"[1420.9090909090908, 424.18181818181813, 847.2727272727273, 340.0]",1316,2864,Upper Left
train_666.png,"[702.7272727272726, 338.72727272727263, 747.2727272727271, 416.3636363636364]",1316,2864,Upper Right
train_666.png,"[1440.9090909090908, 711.4545454545454, 919.9999999999998, 429.0909090909091]",1316,2864,Lower Left
train_666.png,"[686.3636363636363, 704.1818181818181, 790.909090909091, 481.81818181818187]",1316,2864,Lower Right
train_440.png,"[1442.8181818181818, 264.18181818181813, 725.4545454545453, 434.5454545454545]",1316,2846,Upper Left
train_440.png,"[639.1818181818181, 176.90909090909088, 801.8181818181816, 540.0]",1316,2846,Upper Right
train_440.png,"[1442.8181818181818, 522.3636363636363, 834.5454545454543, 527.2727272727273]",1316,2846,Lower Left
train_440.png,"[519.1818181818181, 555.090909090909, 963.6363636363636, 603.6363636363635]",1316,2846,Lower Right
train_61.png,"[488.0, 229.0, 481.25, 313.75]",976,1976,Upper Right
train_61.png,"[964.25, 226.5, 447.5, 318.75]",976,1976,Upper Left
train_61.png,"[963.0, 431.5, 527.5, 352.5]",976,1976,Lower Left
train_61.png,"[404.25, 431.5, 572.5, 341.25]",976,1976,Lower Right
train_41.png,"[460.5, 259.0, 503.75, 285.0]",976,1976,Upper Right
train_41.png,"[954.25, 245.25, 447.5, 303.75]",976,1976,Upper Left
train_41.png,"[968.0, 447.75, 478.75, 333.75]",976,1976,Lower Left
train_41.png,"[408.0, 435.25, 591.25, 356.25]",976,1976,Lower Right
train_383.png,"[1404.6470588235293, 431.88235294117646, 745.0980392156862, 384.31372549019613]",1316,2830,Upper Left
train_383.png,"[673.2745098039215, 378.9411764705882, 745.0980392156862, 443.1372549019608]",1316,2830,Upper Right
train_383.png,"[1387.0, 690.7058823529412, 849.0196078431372, 500.0]",1316,2830,Lower Left
train_383.png,"[539.9411764705882, 592.6666666666666, 890.1960784313725, 596.0784313725491]",1316,2830,Lower Right
train_536.png,"[1428.6969696969695, 393.5757575757575, 824.2424242424245, 369.69696969696975]",1316,2878,Upper Left
train_536.png,"[737.7878787878788, 390.5454545454545, 700.0, 372.72727272727275]",1316,2878,Upper Right
train_536.png,"[1443.8484848484848, 617.8181818181818, 857.5757575757577, 503.030303030303]",1316,2878,Lower Left
train_536.png,"[683.2424242424242, 602.6666666666665, 809.090909090909, 527.2727272727273]",1316,2878,Lower Right
train_209.png,"[1371.2857142857142, 471.0, 794.2857142857142, 308.57142857142844]",1316,2785,Upper Left
train_209.png,"[651.2857142857142, 471.0, 731.4285714285713, 317.1428571428571]",1316,2785,Upper Right
train_209.png,"[1391.2857142857142, 645.2857142857142, 808.5714285714284, 474.2857142857142]",1316,2785,Lower Left
train_209.png,"[599.8571428571428, 705.2857142857142, 797.142857142857, 434.2857142857142]",1316,2785,Lower Right
train_682.png,"[1491.9999999999998, 372.7272727272727, 1041.8181818181818, 541.8181818181818]",1504,2868,Upper Left
train_682.png,"[462.9090909090909, 350.9090909090909, 1036.3636363636365, 569.0909090909091]",1504,2868,Upper Right
train_682.png,"[1466.5454545454545, 583.6363636363636, 1156.363636363636, 679.9999999999999]",1504,2868,Lower Left
train_682.png,"[330.18181818181813, 714.5454545454545, 1152.7272727272725, 603.6363636363635]",1504,2868,Lower Right
train_7.png,"[1468.3636363636363, 441.81818181818176, 894.5454545454543, 467.27272727272725]",1504,2868,Upper Left
train_7.png,"[633.8181818181818, 394.5454545454545, 847.2727272727273, 518.1818181818182]",1504,2868,Upper Right
train_7.png,"[1493.8181818181818, 749.090909090909, 927.2727272727273, 545.4545454545455]",1504,2868,Lower Left
train_7.png,"[559.2727272727273, 799.9999999999999, 960.0, 518.1818181818181]",1504,2868,Lower Right
train_654.png,"[1480.132075471698, 185.07547169811318, 639.6226415094338, 503.77358490566036]",1316,2991,Upper Left
train_654.png,"[929.188679245283, 207.71698113207543, 581.1320754716982, 494.3396226415094]",1316,2991,Upper Right
train_654.png,"[1510.3207547169811, 464.3207547169811, 862.2641509433963, 643.3962264150944]",1316,2991,Lower Left
train_654.png,"[810.3207547169811, 577.5283018867924, 783.0188679245282, 596.2264150943397]",1316,2991,Lower Right
train_54.png,"[655.132075471698, 355.16981132075466, 828.3018867924529, 386.7924528301887]",1316,2967,Upper Right
train_54.png,"[1474.0, 334.41509433962256, 781.132075471698, 437.7358490566039]",1316,2967,Upper Left
train_54.png,"[1462.6792452830189, 709.8867924528302, 760.3773584905659, 386.7924528301887]",1316,2967,Lower Left
train_54.png,"[690.9811320754717, 691.0188679245283, 775.4716981132075, 409.43396226415086]",1316,2967,Lower Right
train_233.png,"[952.0, 257.75, 435.0, 308.75]",976,1976,Upper Left
train_233.png,"[505.75, 246.5, 455.0, 321.25]",976,1976,Upper Right
train_233.png,"[957.0, 482.75, 506.25, 315.0]",976,1976,Lower Left
train_233.png,"[443.25, 487.75, 528.75, 307.5]",976,1976,Lower Right
train_568.png,"[807.2222222222222, 387.96296296296293, 635.1851851851852, 424.074074074074]",1316,2933,Upper Right
train_568.png,"[1435.0, 419.44444444444434, 668.5185185185182, 387.0370370370372]",1316,2933,Upper Left
train_568.png,"[1438.7037037037037, 695.3703703703703, 764.8148148148146, 481.4814814814814]",1316,2933,Lower Left
train_568.png,"[712.7777777777777, 647.2222222222222, 749.9999999999999, 537.037037037037]",1316,2933,Lower Right
train_493.png,"[773.8518518518518, 304.62962962962956, 694.4444444444445, 466.66666666666674]",1316,2908,Upper Right
train_493.png,"[1468.2962962962963, 341.66666666666663, 670.3703703703702, 431.4814814814814]",1316,2908,Upper Left
train_493.png,"[1457.185185185185, 613.8888888888888, 761.1111111111111, 487.03703703703707]",1316,2908,Lower Left
train_493.png,"[666.4444444444443, 587.9629629629629, 820.3703703703704, 518.5185185185184]",1316,2908,Lower Right
train_311.png,"[1524.9090909090908, 314.5454545454545, 947.2727272727273, 492.72727272727275]",1504,2872,Upper Left
train_311.png,"[659.4545454545454, 292.7272727272727, 885.4545454545454, 520.0]",1504,2872,Upper Right
train_311.png,"[1481.2727272727273, 765.4545454545454, 1067.2727272727273, 498.18181818181813]",1504,2872,Lower Left
train_311.png,"[515.8181818181818, 729.090909090909, 978.181818181818, 589.090909090909]",1504,2872,Lower Right
train_655.png,"[817.6296296296296, 263.8888888888888, 631.4814814814815, 524.074074074074]",1316,2940,Upper Right
train_655.png,"[1436.148148148148, 306.4814814814814, 624.0740740740741, 481.4814814814814]",1316,2940,Upper Left
train_655.png,"[1423.185185185185, 563.8888888888888, 775.9259259259259, 588.8888888888888]",1316,2940,Lower Left
train_655.png,"[656.5185185185185, 545.3703703703703, 800.0, 605.5555555555555]",1316,2940,Lower Right
train_225.png,"[980.952380952381, 215.23809523809524, 401.9047619047619, 331.4285714285714]",976,1976,Upper Left
train_225.png,"[463.8095238095238, 160.0, 519.047619047619, 388.57142857142856]",976,1976,Upper Right
train_225.png,"[969.047619047619, 371.42857142857144, 456.34920634920627, 380.1587301587301]",976,1976,Lower Left
train_225.png,"[410.85271317829455, 318.6046511627907, 562.7906976744187, 444.9612403100775]",976,1976,Lower Right
train_482.png,"[1391.4285714285713, 462.42857142857133, 725.7142857142856, 320.0]",1316,2750,Upper Left
train_482.png,"[785.7142857142857, 453.85714285714266, 625.7142857142857, 322.8571428571429]",1316,2750,Upper Right
train_482.png,"[1408.5714285714284, 670.9999999999998, 757.1428571428569, 434.28571428571445]",1316,2750,Lower Left
train_482.png,"[708.5714285714286, 653.8571428571427, 737.142857142857, 442.8571428571429]",1316,2750,Lower Right
train_487.png,"[1410.7142857142856, 270.6428571428571, 810.7142857142856, 453.57142857142856]",1316,2833,Upper Left
train_487.png,"[658.9285714285713, 229.57142857142856, 767.8571428571429, 491.07142857142856]",1316,2833,Upper Right
train_487.png,"[1408.9285714285713, 549.2142857142857, 903.5714285714287, 564.2857142857141]",1316,2833,Lower Left
train_487.png,"[592.8571428571428, 552.7857142857142, 830.3571428571428, 557.1428571428571]",1316,2833,Lower Right
train_3.png,"[753.7878787878788, 403.4848484848485, 709.090909090909, 406.060606060606]",1316,2862,Upper Right
train_3.png,"[1435.6060606060605, 406.5151515151515, 775.7575757575755, 387.87878787878776]",1316,2862,Upper Left
train_3.png,"[1444.6969696969695, 736.8181818181818, 742.4242424242425, 451.5151515151515]",1316,2862,Lower Left
train_3.png,"[741.6666666666666, 724.6969696969697, 733.3333333333334, 469.6969696969695]",1316,2862,Lower Right
train_0.png,"[1466.625, 256.5, 800.0, 390.625]",1316,2955,Upper Left
train_0.png,"[697.875, 281.5, 775.0, 371.875]",1316,2955,Upper Right
train_0.png,"[1491.625, 494.0, 837.5, 503.125]",1316,2955,Lower Left
train_0.png,"[601.0, 478.375, 900.0, 518.75]",1316,2955,Lower Right
train_663.png,"[863.3469387755102, 465.63265306122446, 630.6122448979592, 295.9183673469389]",1316,2964,Upper Right
train_663.png,"[1457.2244897959183, 432.9795918367347, 614.2857142857144, 306.1224489795918]",1316,2964,Upper Left
train_663.png,"[1469.4693877551022, 679.9183673469388, 669.387755102041, 375.51020408163276]",1316,2964,Lower Left
train_663.png,"[798.0408163265306, 714.6122448979593, 689.795918367347, 342.8571428571429]",1316,2964,Lower Right
train_292.png,"[1394.7543859649122, 328.28070175438586, 819.2982456140348, 398.24561403508767]",1316,2770,Upper Left
train_292.png,"[605.2807017543859, 305.47368421052624, 803.5087719298245, 422.8070175438596]",1316,2770,Upper Right
train_292.png,"[1417.5614035087717, 686.1754385964912, 838.5964912280704, 407.0175438596491]",1316,2770,Lower Left
train_292.png,"[535.1052631578947, 600.2105263157894, 931.5789473684209, 564.9122807017543]",1316,2770,Lower Right
train_19.png,"[1385.5882352941176, 354.4117647058823, 852.9411764705883, 394.11764705882354]",1316,2802,Upper Left
train_19.png,"[603.235294117647, 386.7647058823528, 788.235294117647, 364.7058823529411]",1316,2802,Upper Right
train_19.png,"[1379.705882352941, 645.5882352941176, 864.705882352941, 450.0]",1316,2802,Lower Left
train_19.png,"[509.11764705882354, 636.7647058823529, 885.2941176470587, 467.6470588235293]",1316,2802,Lower Right
train_617.png,"[1452.3061224489795, 377.8775510204082, 677.5510204081636, 395.9183673469388]",1316,2947,Upper Left
train_617.png,"[803.3265306122449, 412.57142857142856, 653.061224489796, 365.30612244897964]",1316,2947,Upper Right
train_617.png,"[670.6734693877551, 663.591836734694, 775.5102040816327, 410.204081632653]",1316,2947,Lower Right
train_617.png,"[1442.1020408163265, 571.7551020408164, 844.8979591836735, 504.0816326530612]",1316,2947,Lower Left
train_592.png,"[742.1481481481482, 300.92592592592587, 709.2592592592592, 401.85185185185185]",1316,2952,Upper Right
train_592.png,"[1431.037037037037, 250.92592592592587, 711.1111111111109, 435.1851851851852]",1316,2952,Upper Left
train_592.png,"[1464.3703703703702, 526.8518518518518, 777.7777777777776, 494.44444444444446]",1316,2952,Lower Left
train_592.png,"[694.0, 525.0, 783.3333333333333, 500.0]",1316,2952,Lower Right
train_541.png,"[714.5283018867924, 262.7169811320755, 756.6037735849056, 481.13207547169804]",1316,2999,Upper Right
train_541.png,"[1448.4905660377358, 219.32075471698113, 718.867924528302, 526.4150943396226]",1316,2999,Upper Left
train_541.png,"[1459.811320754717, 424.9811320754717, 737.7358490566037, 599.9999999999999]",1316,2999,Lower Left
train_541.png,"[712.6415094339623, 504.2264150943396, 760.3773584905659, 535.8490566037736]",1316,2999,Lower Right
train_113.png,"[1438.9629629629628, 366.2962962962963, 838.8888888888889, 368.5185185185185]",1316,2890,Upper Left
train_113.png,"[681.5555555555555, 379.25925925925924, 764.8148148148147, 372.2222222222222]",1316,2890,Upper Right
train_113.png,"[1435.2592592592591, 668.148148148148, 761.1111111111113, 383.33333333333326]",1316,2890,Lower Left
train_113.png,"[681.5555555555555, 734.8148148148148, 768.5185185185184, 387.03703703703695]",1316,2890,Lower Right
train_217.png,"[1475.6363636363635, 512.7272727272726, 956.3636363636365, 498.18181818181813]",1504,2868,Upper Left
train_217.png,"[606.5454545454545, 489.090909090909, 887.2727272727273, 534.5454545454545]",1504,2868,Upper Right
train_217.png,"[1461.090909090909, 872.7272727272726, 1025.4545454545455, 514.5454545454546]",1504,2868,Lower Left
train_217.png,"[544.7272727272726, 807.2727272727273, 939.9999999999999, 587.2727272727273]",1504,2868,Lower Right
train_634.png,"[1503.375, 450.25, 600.0, 431.25]",1316,2990,Upper Left
train_634.png,"[884.625, 437.75, 621.875, 459.375]",1316,2990,Upper Right
train_634.png,"[1431.5, 600.25, 800.0, 581.25]",1316,2990,Lower Left
train_634.png,"[728.375, 625.25, 721.875, 568.75]",1316,2990,Lower Right
train_404.png,"[1387.5714285714284, 243.85714285714283, 900.0, 464.2857142857143]",1316,2800,Upper Left
train_404.png,"[373.2857142857142, 268.85714285714283, 1060.7142857142856, 435.7142857142856]",1316,2800,Upper Right
train_404.png,"[1376.8571428571427, 625.9999999999999, 948.2142857142858, 564.2857142857143]",1316,2800,Lower Left
train_404.png,"[387.57142857142856, 674.2142857142857, 1021.4285714285712, 480.3571428571428]",1316,2800,Lower Right
train_117.png,"[1371.9090909090908, 409.6363636363636, 867.2727272727273, 389.090909090909]",1316,2846,Upper Left
train_117.png,"[642.8181818181818, 409.6363636363636, 738.1818181818182, 409.0909090909091]",1316,2846,Upper Right
train_117.png,"[1420.9999999999998, 689.6363636363635, 823.6363636363637, 485.4545454545455]",1316,2846,Lower Left
train_117.png,"[551.9090909090909, 698.7272727272726, 896.3636363636364, 501.81818181818187]",1316,2846,Lower Right
train_495.png,"[657.9393939393939, 312.5757575757575, 769.6969696969696, 396.969696969697]",1316,2840,Upper Right
train_495.png,"[1424.6060606060605, 312.5757575757575, 730.3030303030305, 387.878787878788]",1316,2840,Upper Left
